Job Title,Experience,Company,Scraped data,Salary,Location,Tags,Posted date
Marketing Executive,0-2 Yrs,Msmp Technologies,07/04/2023,Not disclosed,Permanent Remote,"['analytical', 'design', 'networking', 'pdf', 'brand awareness', 'social media', 'analytics', 'online marketing']",3 Days Ago
Junior Marketing Executive,0-2 Yrs,Post A Resume,07/04/2023,Not disclosed,Ahmedabad,"['industrial product', 'industrial products', 'promotional events', 'heavy', 'brand awareness', 'advertising', 'social media', 'branding']",3 Days Ago
Job Opening - Marketing Executive - Branding,2-6 Yrs,NCL BUILDTEK,07/04/2023,3-4 Lacs PA,Hyderabad/Secunderabad,"['branding', 'marketing', 'marketing activities', 'brand building', 'exhibitions', 'campaigns', 'planning', 'brand communication']",Just Now
Corporate Marketing Executive @ Fortis Hospital & Kidney Institute,3-6 Yrs,Fortis,07/04/2023,Not disclosed,Kolkata,"['Corporate Selling', 'promotions', 'Corporate Marketing', 'Corporate Business Development', 'Corporate Communication', 'development', 'business development', 'selling']",2 Days Ago
Marketing Executive,0-3 Yrs,Global Job Placement,07/04/2023,Not disclosed,Morvi,"['mars', 'social media', 'marketing', 'sanitary', 'branding', 'creative content', 'direct marketing', 'advertising']",14 Days Ago
Marketing Executive,0-2 Yrs,Global Job Placement,07/04/2023,Not disclosed,Morvi,"['radio', 'social media', 'creative content', 'graphics', 'sales', 'advertising', 'brand marketing', 'content']",8 Days Ago
Executive - Marketing,0-4 Yrs,Tata CLiQ,07/04/2023,Not disclosed,Mumbai,"['improvement', 'digital', 'media', 'brand marketing', 'digital media', 'continuous improvement', 'accessories', 'marketing']",12 Days Ago
Marketing Executive,0-1 Yrs,Omnifin Solutions P Ltd,07/04/2023,"50,000-2 Lacs PA",Kolkata,"['Marketing', 'social media', 'management', 'brand promotion', 'strategic marketing planning', 'promotions', 'brand', 'branding']",2 Days Ago
Marketing Executive,0-1 Yrs,Global Job Placement,07/04/2023,Not disclosed,Morvi,"['radio', 'raw', 'social media', 'creative content', 'mars', 'printing', 'advertising', 'materials']",1 Day Ago
Export Marketing Executive,0-1 Yrs,Global Job Placement,07/04/2023,Not disclosed,Morvi,"['merchandising', 'client', 'international clients', 'export marketing', 'marketing', 'campaigns', 'international', 'usage']",1 Day Ago
Marketing Executive,0-2 Yrs,Jemkon,07/04/2023,Not disclosed,Pune,"['strategic marketing', 'market research', 'office', 'printing', 'front', 'sales', 'interpersonal skills', 'analytical']",1 Day Ago
Marketing Executive,0-1 Yrs,Aeon Corporation,07/04/2023,1.25-1.75 Lacs PA,Navi Mumbai,"['Business Development', 'marketing', 'sales', 'interpersonal skills', 'sales forecasting', 'development', 'marketing communication', 'presentation skills']",1 Day Ago
Marketing Executive,0-2 Yrs,Textrades Associates,07/04/2023,Not disclosed,"Noida, New Delhi, Mumbai (All Areas)",['marketing'],2 Days Ago
Marketing Executive,0-3 Yrs,Sm Steels,07/04/2023,Not disclosed,"Mumbai, Borivali","['marketing', 'gujarati', 'Study of Gujrati medium']",Few Hours Ago
CRM Sales and Marketing Manager,0-5 Yrs,Security and Intelligence Services (SIS),07/04/2023,Not disclosed,New Delhi,"['Amc Sales', 'presentation', 'proposal preparation', 'cold calling', 'cctv', 'management', 'marketing management', 'intruder alarm']",1 Day Ago
Marketing Executive,0-2 Yrs,Jetking,07/04/2023,2.25-3 Lacs PA,Mumbai (All Areas)(Dadar),"['marketing activities', 'marketing campaigns', 'lead generation', 'Field Marketing', 'Data Collection', 'collections', 'data', 'marketing']",4 Days Ago
Any Graduate/BBA/BMS/BCOM/MBA - Fresher For Sales/ Events/Marketing/PR,,Echobooom,07/04/2023,1.5-4.5 Lacs PA,,"['Fresher', 'bms', 'bm', 'fashion', 'marketing', 'media', 'client relationship management', 'hospitality']",Few Hours Ago
Any Graduate/BBA/BMS/BCOM/MBA - Fresher For Sales/ Events/Marketing/PR,,Echobooom Mgmt.,07/04/2023,1.5-4.5 Lacs PA,,"['Fresher', 'advertising', 'bmm', 'branding', 'events', 'servicing', 'art', 'hospitality']",1 Day Ago
Marketing Executive @ Fortis Bannergatta Road (Branding),2-4 Yrs,Fortis,07/04/2023,2.25-4.5 Lacs PA,Bangalore/Bengaluru(Bannerghatta Road),"['marketing activities', 'Promotions', 'media planning', 'media', 'brand', 'brand promotion', 'planning', 'marketing communication']",3 Days Ago
Executive - Packaging,2-5 Yrs,Cargill,07/04/2023,Not disclosed,Kutch/kachchh,"['team', 'management', 'supervision', 'basic', 'development', 'lean six sigma', 'six sigma', 'lean']",1 Day Ago
Packaging Executive,0-1 Yrs,Gyanpro Educational Innovation,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['Packaging management', 'warehouse management', 'management', 'operations', 'packaging operations', 'unit', 'package management', 'warehouse']",4 Days Ago
Packaging & Development - Officer/Executive,4-9 Yrs,Jain Manpower Consultants,07/04/2023,4.5-6.5 Lacs PA,Mumbai (All Areas),"['Packaging Design', 'development', 'illustrator', 'design', 'packaging', 'adobe', 'photoshop']",7 Days Ago
Urgent- Packing/ Packaging Officer/ Executive/ In charge - Roha Raigad,5-10 Yrs,Privi Life Sciences Pvt Ltd.,07/04/2023,Not disclosed,Roha,"['charging', 'operations', 'packaging', 'packaging operations']",23 Days Ago
Executive - Packaging Development,2-7 Yrs,Acme Formulation,07/04/2023,4-5 Lacs PA,Nalagarh,"['PDD', 'packaging development', 'development', 'packaging']",10 Days Ago
Urgent || Packaging Executive || Manesar,6-10 Yrs,Esme Consumer,07/04/2023,Not disclosed,Manesar,"['Packaging operation', 'Packaging', 'operations', 'npd', 'packaging operations', 'NPD/EPD']",4 Days Ago
Packaging Executive,2-4 Yrs,Maargeen Consultancy,07/04/2023,3-3.5 Lacs PA,Navi Mumbai,"['Packaging Procurement', 'cost estimation', 'Packing Material', 'Packaging', 'packaging material', 'materials', 'raw material', 'development']",7 Days Ago
Packaging Engineer,5-7 Yrs,CliqHR Recruitment Services,07/04/2023,Not disclosed,Gurgaon/Gurugram,"['Packaging Engineering', 'engineering', 'packaging design', 'design', 'quality assurance', 'assurance', 'quality', 'packaging']",2 Days Ago
"Chief Manager, Packaging Development",10-20 Yrs,Piramal Healthcare,07/04/2023,Not disclosed,Hyderabad,"['Sterile product manufacturing', 'management', 'development', 'container', 'packaging', 'production manufacturing', 'anesthesia', 'design']",9 Days Ago
Sr Exe/AM - Packaging,3-8 Yrs,Titan Biotech,07/04/2023,4-7 Lacs PA,Bhiwadi,"['Packaging Development', 'development', 'flexible', 'quality', 'packaging', 'costing', 'materials', 'sr']",4 Days Ago
Senior Engineer - Electromechanical Packaging,5-10 Yrs,Thales,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['management', 'product design', 'automotive', 'project', 'packaging', 'metal', 'cad', 'electromechanical']",8 Days Ago
Package Engineer II,10-15 Yrs,Watson Pharama,07/04/2023,Not disclosed,Panaji/Panjim,"['technical', 'scm', 'packaging', 'pharmacy', 'opex', 'pharmaceutical', 'automation', 'forecasting']",13 Days Ago
Officer - Packaging Artwork Development,1-5 Yrs,Navneet Education,07/04/2023,Not disclosed,"Mumbai, Vasai","['development', 'packaging', 'business development', 'artwork', 'ups', 'Head Business Development']",17 Days Ago
Packaging Engineer,5-8 Yrs,Cliqhr,07/04/2023,Not disclosed,Gurgaon/Gurugram,"['packaging engineering', 'gts', 'system', 'packaging', 'process', 'gmp', 'sm', 'san']",6 Days Ago
Compressor Package Engineer,2-6 Yrs,Siemens Energy,07/04/2023,Not disclosed,"Panipat, Yamunanagar, Faridabad, Sonipat/Sonepat, Gurgaon/Gurugram, Hissar/Hisar","['analytical', 'analytical skills', 'compressors', 'design engineering', 'design', 'fabrication', 'sap', '3d cad']",6 Days Ago
"Line Operator (Potato Chips, Extruded Snacks & Packaging Machine)",3-5 Yrs,Ceeta Industries Ltd,07/04/2023,3-3.5 Lacs PA,Tumkur,"['food safety management system', 'production planning', 'control', 'packaging machines', 'operating', 'supervision', 'snacks', 'packaging']",3 Days Ago
Packaging Machine Operator,2-7 Yrs,Lead Hr Services,07/04/2023,1.75-3.5 Lacs PA,Chennai,"['Ffs', 'packaging machines', 'gmp', 'food processing', 'machine operating', 'operating', 'process', 'packaging']",7 Days Ago
Printing Manager | flexible packaging industry | Delhi-NCR,10-15 Yrs,Reckon Hr Consulting,07/04/2023,Not disclosed,Delhi / NCR,"['Rotogravure Printing Machine operator', 'machine', 'packaging', 'operating', 'flexible', 'flexible packaging', 'printing', 'rotogravure']",3 Days Ago
Packaging Development Executive/ Senior Executive,2-5 Yrs,Alimento Agro Foods Private Limited,07/04/2023,Not disclosed,Jaipur,"['Packaging Operations', 'Packaging Development', 'management', 'development', 'cost', 'packaging', 'packaging design', 'packaging procurement']",13 Days Ago
Packaging Manager,6-10 Yrs,Sonalika Tractors,07/04/2023,Not disclosed,Hoshiarpur,"['project', 'as', 'package management', 'requirements', 'process', 'packaging', 'pert', 'management']",8 Days Ago
"Medical Representative/Business Executive/Sales Executive - Pharma 
",1-6 Yrs,Hyrezy Talent Solutions,07/04/2023,Not disclosed,"Kolkata, Mumbai, Vijayawada, Hyderabad/Secunderabad, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Surat","['pharmaceutical', 'Promotions', 'Critical Care', 'sales', 'sales executive activities', 'medical', 'Sales Executive', 'Medical Representative']",10 Days Ago
"Medical Coding Job For Pharma,Pharmaceutical,Pharmacist, Pharmacy grad",0-2 Yrs,AS Medical Coding Technologies,07/04/2023,3.25-4 Lacs PA,"Madurai, Chennai, Coimbatore","['m.pharm', 'd.pharm', 'pharm d', 'b.pharm', 'Nursing', 'technology', 'nutrition', 'botany']",1 Day Ago
Medical Coder Job-B pharm/m pharm/d pharm/pharm d/pharma Grad Wanted,0-3 Yrs,AS Medical Coding Technologies,07/04/2023,3.25-4 Lacs PA,"Madurai, Chennai, Coimbatore","['m.pharm', 'b.pharm', 'pharm d', 'Pharma', 'Pharmacist', 'technology', 'pharmacovigilance', 'botany']",2 Days Ago
Medical Representative - Sales - Pharma & Wellness Vertical,2-4 Yrs,The Ruby Mills Ltd,07/04/2023,Not disclosed,"Mumbai, Thane, Navi Mumbai, Delhi / NCR, Delhi","['Sales', 'wellness', 'medical', 'healthcare', 'cold', 'pharma selling', 'cold calling', 'calling']",15 Days Ago
Medical Representative,0-2 Yrs,M/S. Flying Collars Solutions,07/04/2023,1.75-3 Lacs PA,"Dehradun, Gurgaon/Gurugram, Delhi / NCR","['Pharma Marketing', 'medical sales', 'marketing', 'pharma selling', 'sales', 'medical', 'pharmaceutical', 'selling']",6 Days Ago
Production Chemist - Pharma Company,0-4 Yrs,Lanco Overseas HR Consultancy,07/04/2023,1.5-3 Lacs PA,Visakhapatnam,"['Chemistry', 'Organic Chemistry', 'pharmaceutical', 'company', 'production']",2 Days Ago
JOB| PHARMA SALES - BHARUCH  - MEDICAL REPRESENTATIVE,0-1 Yrs,Vardhman Consultancy Services,07/04/2023,Not disclosed,"Bharuch, Lucknow, Ahmedabad, Vellore, Raipur","['pharma selling', 'selling', 'management', 'marketing', 'sales', 'pharmaceutical sales', 'medical', 'pharmaceutical']",30+ Days Ago
Medical Representative (Pharma Industry)  Goa,2-7 Yrs,Job India,07/04/2023,1-3.75 Lacs PA,"Panaji/Panjim, Mumbai (All Areas)","['MR', 'ayurveda', 'pharma selling', 'medical sales', 'medicine', 'marketing', 'pharma marketing', 'pharmaceutical sales']",1 Day Ago
Regional Business Manager - Pharma,4-9 Yrs,Hyrezy Talent Solutions,07/04/2023,Not disclosed,"Mumbai, Chandigarh, New Delhi, Pune","['Healthcare Sales', 'Sales', 'Distribution', 'pharma selling', 'channel', 'secondary', 'primary sales', 'healthcare']",10 Days Ago
Scientific Business Officer(Medical Representative) Pharma in Delhi,1-5 Yrs,Gadgeon Smart Systems,07/04/2023,Not disclosed,Delhi / NCR,"['pharma sales', 'marketing', 'pharma selling', 'medical', 'neurology', 'cardiology', 'pharmaceutical', 'sales']",28 Days Ago
Medical Sales Representative - Pharma,1-4 Yrs,Reinforcement Consultants,07/04/2023,Not disclosed,Pune,"['medical sales', 'selling', 'management', 'pharma selling', 'rheumatology', 'interpersonal skills', 'healthcare', 'medical']",30+ Days Ago
Medical Representative - Dausa-Rajasthan-Pharma Sales -,0-2 Yrs,Vardhman Consultancy Services,07/04/2023,Not disclosed,Jaipur,"['profiling', 'business development', 'research', 'market research', 'marketing', 'sales executive activities', 'sales', 'customer profiling']",30+ Days Ago
Medical Representative,2-4 Yrs,McW Healthcare,07/04/2023,Not disclosed,Indore,"['management', 'resource', 'human resource management', 'healthcare', 'sales', 'soap', 'resource management', 'pharmacy']",30+ Days Ago
Sales Representative-Pharma & Medical (Mumbai),2-5 Yrs,People First Consultants,07/04/2023,Not disclosed,Mumbai (All Areas),"['Area Sales Management', 'management', 'pharmaceutical sales', 'area sales', 'sales management', 'sales', 'pharmaceutical', 'medical']",30 Days Ago
Pharmacist D-pharma || B-Pharma,0-2 Yrs,Healthifybharat,07/04/2023,Not disclosed,"Kanpur, Lucknow, Fatehpur","['Pharma Selling', 'Pharmacy', 'pharmaceutical sales', 'dispensing', 'selling', 'sales', 'pharmacology', 'pharmaceutical']",7 Days Ago
Regional Business Manager - Pharma,10-17 Yrs,Venus Consultancy,07/04/2023,7-14 Lacs PA,Mumbai (All Areas),"['Regional Sales', 'area sales', 'management', 'rsm', 'regional', 'pharmaceutical sales', 'sales management', 'territory sales management']",4 Days Ago
Medical Representative Min 2-10 Exp in P&G Pharma Products,2-7 Yrs,Vishwakarma Consultancy,07/04/2023,3-3.5 Lacs PA,"Sheopur, Jhabua, Seoni, Anuppur, Mandla, Burhanpur","['Pharma Selling', 'MR', 'Medical Sales', 'medical representative', 'Pharma Marketing', 'medical', 'medical marketing', 'referral marketing']",10 Days Ago
"Medical Representative Min 2-3 Exp in pharma CO
",1-6 Yrs,Vishwakarma Consultancy,07/04/2023,1.5-2.5 Lacs PA,Bhopal,"['Medical Rep', 'MR', 'Medical Marketing', 'medical representative', 'Pharmaceutical Sales', 'medical sales', 'hospital sales', 'marketing']",13 Days Ago
Medical Representative (Field Sales) - Dr. JRK's Research & Pharma,1-6 Yrs,JRK Research,07/04/2023,1.25-3.25 Lacs PA,Permanent Remote,"['Selling Skills', 'Pharma marketing', 'Marketing', 'Pharmaceutical Sales', 'development', 'research', 'distribution', 'business development']",22 Days Ago
Medical Representative-Pharma - Navsari,0-5 Yrs,L.K Saddi Associates,07/04/2023,1.75-3.5 Lacs PA,Navsari,"['business executive', 'medical representative', 'sales officer', 'field sales officer', 'TBM', 'territory sales', 'field', 'mr']",12 Days Ago
Electrical Engineer - Maintenance,1-3 Yrs,Narayana Health (NH),07/04/2023,Not disclosed,New Delhi(New Ashok Nagar),"['electrical installation', 'maintenance', 'installation', 'electrical maintenance', 'maintenance engineering', 'electrical engineering', 'electricals']",Few Hours Ago
Divisional Manager Electrical Maintenance,5-10 Yrs,Tata Steel Long Products,07/04/2023,Not disclosed,Jamshedpur,"['electrical maintenance', 'management', 'maintenance', 'engineering', 'drives', 'electricals', 'preventive maintenance', 'electrical engineering']",1 Day Ago
Senior Maintenance Engineer - Electrical,10-15 Yrs,Nemak,07/04/2023,Not disclosed,Chennai,"['aluminium', 'dies', 'senior', 'troubleshooting', 'system', 'cost reduction', 'automation', 'shop floor']",1 Day Ago
Maintenance Engineer,5-10 Yrs,Varroc,07/04/2023,2-5 Lacs PA,Pune,"['Utility Maintenance', 'Injection Moulding Machine', 'maintenance engineering', 'Paint Shop', 'breakdown maintenance', 'preventive maintenance', 'injection', 'injection moulding']",1 Day Ago
Engineer / Sr. Engineer - Maintenance (Electricals),4-8 Yrs,Wipro Enterprises,07/04/2023,Not disclosed,Haridwar,"['Maintenance Engineering', 'mm', 'maintenance', 'gmp', 'engineering', 'pp', 'six', 'sap']",2 Days Ago
Electrical and Maintenance Engineer,2-7 Yrs,Narasipur Auto Components Pvt.ltd,07/04/2023,2-5 Lacs PA,"Hosur, Bangalore/Bengaluru","['spm machine', 'Breakdown Maintenance', 'preventive maintenance', 'CNC Maintenance', 'Predictive Maintenance', 'maintenance engineering', 'cnc', 'breakdown']",1 Day Ago
Senior Manager(L5) - Mechanical Maintenance,5-10 Yrs,Tata Motors Finance,07/04/2023,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","['analytics', 'maintenance', 'machine', 'senior', 'machine shop', 'hydraulics', 'sap', 'conflict management']",1 Day Ago
Senior Manager (L5) - Powertrain Mechanical Maintenance,8-10 Yrs,Tata Motors Finance,07/04/2023,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","['conflict', 'mechanical maintenance', 'management', 'system maintenance', 'mechanical', 'tqm', 'maintenance', 'system']",1 Day Ago
Senior Maintenance Engineer - Mechanical,10-15 Yrs,Nemak,07/04/2023,Not disclosed,Chennai,"['recruitment', 'cost reduction', 'senior systems engineer', 'automation', 'continuous improvement', 'cbm', 'predictive', 'maintenance']",1 Day Ago
Maintenance Engineer - Changodar - Ahmedabad - Lambda Clinical Service,1-6 Yrs,Intas,07/04/2023,2.5-4.5 Lacs PA,"Ahmedabad, Moraiya","['technical support', 'electrical maintenance', 'equipment validation', 'spares management', 'preventive maintenance', 'temperature', 'maintenance engineering', 'lambda expressions']",1 Day Ago
Sr Engineer - Telecom Network Operations and Maintenance,4-8 Yrs,Tata Communications,07/04/2023,Not disclosed,Pune,"['operation maintenance', 'networking', 'security operations', 'computer networking', 'security', 'sr', 'estate management', 'equipment']",1 Day Ago
Engineer / Engineer - Maintenance (Mech) - 2+yrs MNC Nashik,2-4 Yrs,Uni-eservices  Hr Solutions,07/04/2023,4.25-6 Lacs PA,Nasik/Nashik,"['Vaccum', 'Chillers', 'mechanical maintenance', 'pneumatics', 'cbm', 'preventive maintenance', 'breakdown analysis', 'refrigeration']",1 Day Ago
HVDC - Digital Twin Content and Maintenance Engineer,2-5 Yrs,Hitachi Ltd.,07/04/2023,Not disclosed,Chennai,"['solid', 'maintenance', 'project engineering', 'epc', 'maintenance engineering', 'system testing', 'mechanical engineering', 'mechanical']",6 Days Ago
